run_id,update,env_steps,loss,policy_loss,value_loss,approx_kl,entropy,gradient_norm,epochs_completed,kl_early_stop,reward,reward_status
mixed,43,44032,1.3393245935440063,-0.010133106261491776,1.195115327835083,0.022021250799298286,-15.434240341186523,31.25872039794922,4,1.0,,not_recorded_in_source_summary
mixed,44,45056,1.324110746383667,-0.02108744904398918,1.19086754322052,0.026450632140040398,-15.433063507080078,32.49936294555664,4,1.0,,not_recorded_in_source_summary
mixed,45,46080,1.4190516471862793,-8.195638656616211e-08,1.2647244930267334,0.038166631013154984,-15.432733535766602,47.75720977783203,1,1.0,,not_recorded_in_source_summary
mixed,46,47104,1.4615038633346558,-4.0046870708465576e-07,1.3071798086166382,0.024952564388513565,-15.432439804077148,26.203960418701172,1,1.0,,not_recorded_in_source_summary
mixed,47,48128,1.2841119766235352,-9.872019290924072e-08,1.1297904253005981,0.026995785534381866,-15.432161331176758,33.33063888549805,1,1.0,,not_recorded_in_source_summary
mixed,48,49152,1.3077716827392578,0.01244601234793663,1.1410090923309326,0.03818138316273689,-15.431648254394531,103.84537506103516,2,1.0,,not_recorded_in_source_summary
mixed,49,50176,1.3579293489456177,-0.015625067055225372,1.2192481756210327,0.0254037007689476,-15.430631637573242,46.07875442504883,3,1.0,,not_recorded_in_source_summary
mixed,50,51200,1.3166601657867432,-0.012930767610669136,1.1753020286560059,0.02420951798558235,-15.428892135620117,35.89841079711914,4,1.0,,not_recorded_in_source_summary
mixed,51,52224,1.0771855115890503,-0.026815339922904968,0.9497356414794922,0.023478809744119644,-15.426519393920898,42.9572868347168,5,1.0,,not_recorded_in_source_summary
mixed,52,53248,1.2741512060165405,-0.013076333329081535,1.1329772472381592,0.020510202273726463,-15.425025939941406,85.5018539428711,4,1.0,,not_recorded_in_source_summary
mixed,53,54272,1.3061044216156006,-0.015443287789821625,1.1673064231872559,0.02055579610168934,-15.424131393432617,67.10737609863281,4,1.0,,not_recorded_in_source_summary
mixed,54,55296,1.3006941080093384,-0.021346217021346092,1.1678118705749512,0.024988040328025818,-15.422843933105469,37.99506378173828,5,1.0,,not_recorded_in_source_summary
mixed,55,56320,1.0345832109451294,-0.025565791875123978,0.9059387445449829,0.021105404943227768,-15.421031951904297,45.821815490722656,5,1.0,,not_recorded_in_source_summary
mixed,56,57344,1.2197239398956299,-0.014274928718805313,1.0798017978668213,0.013340255245566368,-15.419713973999023,85.95824432373047,5,0.0,,not_recorded_in_source_summary
mixed,57,58368,1.2895475625991821,-0.01452489010989666,1.149885892868042,0.027186932042241096,-15.418661117553711,59.154327392578125,4,1.0,,not_recorded_in_source_summary
mixed,58,59392,1.2819814682006836,-0.013403660617768764,1.141209602355957,0.020221665501594543,-15.417553901672363,95.54753112792969,3,1.0,,not_recorded_in_source_summary
mixed,59,60416,0.9780296087265015,-0.025433514267206192,0.8493105173110962,0.018916992470622063,-15.415266990661621,55.79323196411133,5,0.0,,not_recorded_in_source_summary
mixed,60,61440,1.2196253538131714,-0.01378476619720459,1.0792816877365112,0.026072300970554352,-15.412841796875,55.61498260498047,4,1.0,,not_recorded_in_source_summary
mixed,61,62464,1.2860260009765625,-0.004761719144880772,1.136671543121338,0.022446004673838615,-15.411617279052734,91.75083923339844,2,1.0,,not_recorded_in_source_summary
mixed,62,63488,1.2253998517990112,-0.010059073567390442,1.0813751220703125,0.028388094156980515,-15.40838623046875,29.214859008789062,5,1.0,,not_recorded_in_source_summary
mixed,63,64512,0.9463359117507935,-0.03207775577902794,0.8243592977523804,0.018276279792189598,-15.405438423156738,33.073123931884766,5,0.0,,not_recorded_in_source_summary
mixed,64,65536,1.2397381067276,-2.644956111907959e-07,1.0856881141662598,0.021613137796521187,-15.40502643585205,44.590335845947266,1,1.0,,not_recorded_in_source_summary
mixed,65,66560,1.1906459331512451,-0.019675835967063904,1.0562866926193237,0.016571035608649254,-15.403510093688965,48.325653076171875,5,0.0,,not_recorded_in_source_summary
mixed,66,67584,1.2482775449752808,1.695007085800171e-07,1.094244360923767,0.022589530795812607,-15.403305053710938,36.54524612426758,1,1.0,,not_recorded_in_source_summary
